label,processed_post_text
1,@JackJackJohnsonbabe😍😍🔥💦
1,RT@JackJackJohnsonactionstancerighthttp://t.co/djpkr89uej
1,RT@JackJackJohnsonjumpjoythinkfoodeatnightmactuallyphysicall
1,RT@JackJackJohnsonsorryterriblyinactivetodayloveguy
1,RT@5SOSTumblrxcutie🙊http://t.co/Mr1SPE2MVd
1,RT@5SOSTumblrxmalumfriendshipgoalhttp://t.co/NF7yrd3roK
1,RT@5SOSTumblrxulevelhardhttp://t.co/euffsj1dzy
1,RT@5SOSTumblrxmsurelovehttp://t.co/2iJPaxyEZB
1,RT@5SOSTumblrxsingletimelistenHeyEverybodyhttp://t.co/xenvelq9m7
1,RT@5SOSTumblrxfeellikeSGFGMichaelgoshine100xalbumfuckingwait
1,RT@5SOSTumblrxancientartworkhttp://t.co/BnOZcSaFAH
1,RT@5sos_dailylovefamtimeSGFGexcited
1,RT@AaronCarpenterbabybabybaby
1,RT@camerondallafeellikelivelifelikebackgroundwatchlive
1,RT@5SOSTumblrxhopeokayfineokayhealthhttp://t.co/3Utosa3RLw
1,RT@5SOSUpdatesUSA5sosmumdinnercute
1,RT@5SOSFamUpdatersinglelethurtfulcomment5sosfansarestrong
1,RT@5SOSFamUpdaterActLikeA5SOSStanselfharmjokeinsteadwastetimespreadhatemaybeoutsidewi
1,RT@5SOSFamUpdaterhashtagtriggeraffectpeoplerespondspreadbette
1,RT@5SOSFamUpdatermentalillnessselfharmjokespreadlook respond/actlikea5so
1,RT@5SOSFamUpdatermentalillnessselfharmjokespreadlook respond/actlikea5so
1,RT@5SOSFamUpdatertouch5sofanpeoplesufferstruggledaypa
1,"RT@5SOSFamUpdatersuicidejoke
mentalillnessjoke
selfharmjoke
raisesingleparentn"
1,RT@Ashton5SOSSATURDAYBABYhttps://t.co/p64VerkeCY
1,RT@HayesGrierwaittillteamLA@Tez@alecbailey@nashgrier@jakefoushee
1,RT@5SOSmillionviewheyeverybodyvideo24hourguyawesomehttp://t.co/gmIwJVB1UXhttp://t.co/Y
1,RT@5sos_daily.@Michael5SOSplayinhttp://t.co/UTvmWyoaIz
1,@danaemorrw
1,@danaemorrw😂😂😂😂😂holyshitlmfao
1,RT@5SOSTumblrxknowfuck😏http://t.co/lh9qnkyvhe
1,@mnwildwin
1,RT@5sos_daily6daytillsoundsgoodfeelsgood🎶🎉http://t.co/oVAThkEuuY
1,@aaroncarpenterheylove😘😘
1,@5sos_dailyimtrystayCALUmsLANE
1,RT@5sos_dailystopmadnesshttp://t.co/QotuJGLlaF
1,RT@mnwildkingwinovertimemnwildsnagpointLAMinnesotatakeAnaheimSundayhttp://t.co/HJMSR0ygPk
1,RT@5SOSUpdatesUSAlovelikemusic5soloveloveknowhardlove
1,RT@5SOSUpdatesUSAdontdumbtodaylovemiss
1,RT@5SOSUpdatesUSAloveokayknowthinkdontCOUNTlove
1,RT@5sosupdatesusalovelovelove
1,RT@5SOSUpdatesUSASOMEDAYSlifesuckthatslife
1,RT@mnwildovertimemnwildlakingtie113on-3OTminvslak
1,RT@mnwildPenaltyLAmnwildPP2:03leaveperiod
1,RT@mnwildkingminorpenaltyboardingmnwildgoPPcommercialbreak9:15leave11gameMINv
1,RT@mnwildCapFinnKoivugetsecondgoalgamemnwild11lakingperiodminvslak
1,RT@mnwildTIEGAMEmnwildgetppgtie11minvslak
1,@malumftwxxfeelgoodhavetalkdatwitter😂lonerlol
1,RT@5sos_dailyGladyoulikelockscreen💚❤️💙http://t.co/sjtzy4n98z
1,@DanaeMorrwCUTIE😂😍
1,@DanaeMorrw😂😂vinescrollfarlol
1,@malumftwxxflowerprettyMichaelpretty😂❤️😍
1,@malumftwxx@5sos_dailynice😊👌likewakeseeCalumaha😍
1,RT@5sos_dailyAshtonlockscreen💚http://t.co/gizbjk37hf
1,"RT@camerondallawatchTrailerpost

Tweetlinkhttp://t.co/lmEn4V5Naatheoutfieldmovie

Follow😘"
1,"RT@camerondallamakehappyCamampNashtweetcash
@nashgrier
theoutfieldmovie😍

4Preorder😊htt"
1,RT@5sos_dailyMichaellockscreen❤️http://t.co/64Fq7jXCkP
1,@5sos_dailylittlesunshine😍😊😭
1,RT@5sos_dailycalumlockscreen💙http://t.co/cjgjjzljnr
1,@5SOS_DailyHEScuteFUCk
1,RT@5sos_dailyYalittlenuggethttp://t.co/JwJKgqUlXr
1,RT@camerondallalotclosefriendone
1,RT@mnwildmnwildlakinglock020minuteLAminvslakhttp://t.co/4r4gusndbg
1,RT@mnwildScandellataketrippingpenalty35secondleaveperiodmnwildPKtimeminvslak
1,RT@AaronCarpenteractuallycold😍😍
1,"RT@5SOSFamUpdaterswearband
http://t.co/ogo9e9v1tj"
1,RT@taylorcaniffbelieveknowdate
1,RT@taylorcaniffgirlcomegoTaylorsaymaybefriendgoohTaylormaybedateNas
1,RT@nashgrierdecisiondefinelifehardchoicefollowheart
1,RT@5SOSUPDATEWWmsetfire https://t.co/a6bjeboing
1,@5SOSIMEMOTIONALISKSBSOSBSguys
1,"RT@5SOS@Emma_louisee_xoMadisonsquaregarden
omg"
1,"RT@5SOSyeahpayheyeverybodymusicvideo
http://t.co/gmIwJVB1UXhttp://t.co/xRM1aVj3JQ"
1,RT@isaacrentzbandwantshootcoolampsexypossiblebandheyeverybodymusicvideohttp://t
1,RT@AmazingPhilwowloveMartian5Marsbar5✨🏀basketballemojiclosethingMarsfind
1,"RT@nashgriertimefollowingspree
@camerondalla
preordertheoutfield
TheOutfieldMovie
https://t.co/aqzNRvJePV"
1,actuallyGODBLESS@5SOS@Calum5SOS@Luke5SOS@Michael5SOS@Ashton5SOS
1,RT@Michael5SOSnorthamericansoundlivefeellivetourholyshithappenhttp://t.co/zeyxxxw3bz
1,RT@5SOSUPDATEWWmproud5sosplayMSG😭
1,"RT@camerondallaOUTFIELDfinally

😍⚾️excited

watchTRAILER
http://t.co/lmEn4V5Naa

Twee"
1,RT@mikeyscreamoMichaellistenmusicheyeverybodymusicvideohttp://t.co/mbzsbfmwcq
1,RT@Moonlightgingerwatchheyeverybodymusicvideovswatchhttp://t.co/jlAThyeKVv
1,RT@Ashton5SOSfavoritevideo😃✌🏼️http://t.coY2QUCGpHk9http://t.co/iKbCnONBCF
1,RT@5SOSNorthAmericabringSoundslivefeelLiveguyhttp://t.co/Oik3Qhm8tbhttp://t.co/axnMoIKEuF
1,@danisnotonfirehiDan😂😭😂😭
1,RT@danisnotonfireapparentlyyearuploadvideosorryresponsibilityprocra
1,RT@5SOSUPDATEWWthinkreadyheyeverybodymusicvideo
1,RT@Ashton5SOS@kidrockhttp://t.co/yiaJo4kHWz
1,RT@Calum5SOS30minutetillHEYEVERYBODYvideo
1,RT@shawnmendeSnapchatfun
1,RT@5SOSSOUNDSgoodfeelsgoodweekhttp://t.co/W5CkTb6OVY
1,RT@5SOSFamUpdatermalumrisearias5soshttp://t.co/kfs479dkj8
1,RT@AaronCarpenterMissudude@GraysonDolan@ethandolan@camerondalla
1,RT@mnwildcongratDevanDubnykearn100th@NHLwintonight30thwin42gamew/#mnwildDuuuuubshttp://t.c
1,RT@mnwild58.5secondleaveperiod
1,@5sos_dailyfUCK
1,RT@5sos_dailyohhhttp://t.co/tt8lmh5uxu
1,RT@mnwild6:17periodBrodintakeminorpenaltymnwildPK
1,RT@mnwild4on-4hockeyCarterDownieboxmnwild
1,RT@mnwild11:11leaveperiodmnwildleadcoyote42minvsari
1,RT@5SOS_gotcakesFUCK@5sos_dailyhttp://t.co/l9mounwthz
1,RT@5sos_daily5soGuardian📷TonyMottEMIhttp://t.co/B2rJyF521h
1,RT@mnwildDumbagetminutetrip13:54
1,RT@5sos_daily5soGuardian📷TonyMottEMIhttp://t.co/hPBAaYnOYX
1,RT@mnwildProsserbox18:29leavemnwildPKtime
1,RT@mnwildmnwildcoyotedroppuckperiodMinnesotalead42minvsari
1,RT@mnwilddomiscore9.4secondremainsecondperiodmnwildlead42
1,RT@mnwildphenomenaljob@brodin25clearpuckcreasemnwildMINvsARIhttp://t.co/dekjgofeap
1,@noelleamarie@5SOSUPDATEWWAshtonproud😂👏
1,RT@mnwildcelebrate300th@NHLgoalmnwildhttp://t.co/G3g3ENcKVe
1,RT@mnwildBrodinhugesavesweeppuckcreasemnwildPK
1,RT@mnwildshorthandedgoalKoivumnwildhttp://t.co/WtFSzeDrpE
1,RT@mnwildGranlundgetrightmnwildgo417:24leavesecondminvsari
1,RT@mnwildCAPFINNKOIVUmnwild3012:53secondminvsarihttp://t.co/wnohampmrh
1,RT@mnwildPenaltyBrodin#mnwildgoPK14:17leavesecond
1,RT@mnwildPenaltyBrodin#mnwildgoPK14:17leavesecond
1,sorrydiagnosedepression
1,sorry badfriend
1,RT@Pentaholiccare
1,@pentaholicfakesmileexpertgt
1,RT@PentaholicskinnypatheticuglyawkwarddumbassumeboringShit
1,IMSICKMOTHERFUCKINGSHITKAITLYNyeahIMGONNAFUCKINGstoptryshitWORSE
1,wristCOVEREDampsoakedbloodtear
1,blameSHITblamecut
1,peoplesubtweetnotTwitterstopthinktalkKay
1,notrealizefeellikeSHIT
1,hatecutcutcutconstantly
1,hatevehurthurtcut
1,hatefactvecausepaincut
1,hatefactletcarecut
1,hatefactkeepcut
1,RT@feelingthepainbadkindpainsmiletearfall
1,RT@feelingthepaincutwantdie
1,RT@feelingthepainwrongwantdie
1,RT@feelingthepaincutforget
1,RT@feelingthepaincut
1,RT@feelingthepaincutridpain
1,RT@feelingthepaincuthidefeelpeople
1,RT@feelingthepaincutaway
1,RT@feelingthepaincuttired
1,RT@feelingthepaincutway
1,RT@feelingthepainsmileworldpain
1,fact@feelingthepaingoodfreakinfriend
1,wrongcuttingnotwayway
1,hopecutforbiebershitknowgetcuttingisntajoke
1,makecutterlooklikejoke-.-
1,comecut4biebershitstupid
1,getscarbodystorytell
1,RT@feelingthepainright
1,RT@feelingthepainpainpainawayslitwristletfade
1,RT@feelingthepainsecondcare
1,RT@feelingthepainstop
1,RT@feelingthepaincutforbiebershitmakeselfharmlooklikefuckinjokethinkmakepeoplerea
1,cuttinglikesmokingstarthardstoplt;3
1,knowforeverafuckup
1,encourage
1,feelsAWESOMElt;3
1,burnbleed
1,armwetshowerdrytowelshowerpairwetdryscissor
1,encourage
1,learnfellowcutter
1,letbleed
1,loveJustin
1,Bieber
1,reason
1,
1,
1,stufffunny
1,
1,getbeliebercut
1,believeJustin
1,Biebermeanwristcuthardstop
1,cut4biebershitretard
1,soomorecut
1,fuck
1,everydaymfuckstupidfatworthlessdumbassetcampmtiredshit
1,s
1,failure
1,strygoodprovewrongfailureend
1,everydaymworthless
1,sm45poundunderweight
1,everydaytellmfat
1,freshonelt;3
1,burnsensationstronglt;3godfuckingloveitt
1,likepoorampsuckmsitlikenotknow
1,RT@feelingthepainknowtimedaythinkend
1,mgoodmoodthinknotdeserveampcutlt;/3
1,daytimemdepressedcomenighttimecutcutcut~~~
1,RT@feelingthepaincarecare
1,telleverydaycuttingbadsecondlaternotwaitbleed
1,giveshit
1,understandfeel
1,RT@feelingthepainemocryriverbloodpaindiefault
1,RT@i_cry_tooscarhiddenlookeye
1,RT@feelingthepainhurtgoodstopactullywaitwristbleed
1,RT@feelingthepainasklie
1,RT@feelingthepainleavepainstayinggreatpainleaving
1,@selfharming5sorryhttp://t.co/moqdsokn
1,@feelingthepainbadkindpainsmiletearfallGodnotknowfeeling
1,wantfreehttp://t.co/jcorm92r
1,fighterlt;3http://t.co/S8NVwmO4
1,RT@acon_mahomie7stressedrightCANTCONTROLfeels
1,RT@acon_mahomie7idiot
1,RT@acon_mahomie7understandfeeltalkproblemnotacceptfactth
1,RT@acon_mahomie7Peoplelikeohyou&lt;3okayhmm
1,RT@acon_mahomie7wantmissschoolweektextonlineampnoticego
1,RT@mesucksatlifeknowknowfeel
1,RT@mesucksatlifespecialwanthelp
1,@mesucksatlifeknowlikelivelife
1,RT@mesucksatlifeupsetlie
1,RT@mesucksatlifesorrytryhappy
1,RT@mesucksatlifecutampremembernewonehelp
1,RT@mesucksatlifeupsetget
1,RT@mesucksatlifesorrycutfeelwell
1,RT@mesucksatlifedeep
1,RT@mesucksatlifepromisepeoplecutdriveedge
1,@mesucksatlifetry
1,RT@mesucksatlifetry
1,RT@mesucksatlifetryobviouslymean
1,RT@mesucksatlifetrygoodfriend
1,RT@mesucksatlifetryhappy
1,RT@mesucksatlifetryfriend
1,RT@mesucksatlifetryignoresituationlike
1,RT@mesucksatlifetrystopcut
1,RT@mesucksatlifetrygood
1,RT@mesucksatlifeletfaceperfectwantobviouslycomeneedsom
1,RT@mesucksatlifestorybehindmyscarfriend
1,RT@mesucksatlifestorybehindmyscarbackstabber
1,RT@mesucksatlifeStoryBehindMyScarlove
1,RT@mesucksatlifestorybehindmyscardeath
1,notlookscissorweeknighttemptingnothelpnomorebutterflie
1,wishactuallycare
1,
1,wishcontrollife
1,wishstrong
1,nightbadsstartthinkbadlosecutterprobz
1,RT@feelingthepainanymoredead
1,@feelingthepainthinkstopknowdeserve
1,RT@feelingthepainkillmiss
1,@feelingthepainexplainhttp://t.co/kveruaw5amen
1,hopehauntforeverreasonscarbody
1,msorry
1,msorryliemfine
1,msorryhideemotion
1,msorrywantkill
1,msorrywantdie
1,msorrywant
1,msorrybreakpromise
1,msorrycut
1,msorrymperfect
1,notknowlikefeelunwanted
1,RT@fingersinthroatwannacutwannacutwannacutwannacutwannacutwannacutwannacutwannacutwannacut
1,RT@Self_Harmtonightthingstartdownhill
1,RT@imselfharmfeellightheadtime
1,msickcallfateveryday
1,wantknowunderweight
1,dayfight
1,ideafeellikegood
1,losemindfallapartnotknowhandle
1,RT@imselfharmneed
1,telleverydayknowtrue
1,mworthless
1,mworthless
1,tweetyourfearhavepeopelt;3
1,fightbestfriendcutcutcut
1,storybehindmyscar
1,RT@selfharmsdoll@lifefactpeopleacthappyonego
1,lovegirlcut
1,wantlove
1,thingachieve20121notkill2notkill
1,RT@Self_HarmweliveinagenerationwhereMentalillnesstakemindteenagerdestroylife 
1,loveslapfreshonefeelburrrrnlt;3
1,godburnsensationamazinglt;3
1,paintprettypicturestorytwistpaintbrushrazorampcanvaswristlt;3
1,stoploseampstart
1,cutknowwellmakefeellt;3
1,cutknowwellmakefeellt;3
1,diagnosedepression9thgradedamnfunniestmfclasslol
1,lottimefunnypeopleenjoymakelaughcauseknowfeelsmilehttps://t.co/3i812EbaRv
1,RT@favian1xlolniggasdumb
1,RT@capnwontsaveahobrolets😂😂😂https://t.co/qVhaeLcmWj
1,KellenhellavirususmomcomputertrysavemoneyfixJr.High😂
1,TwitterAfterDarkstart12😂
1,RT@CapnWontSaveAHoLeftyRightygoodtime😂😂😂https://t.co/l2dKoBBYVT
1,nigga😂😂😌https://t.co/72fmla8j7l
1,RT@javon_kdlrealitykingreligiously5thgradecoolthohttps://t.co/pdz1xtp679
1,RT@BrisonAintShiithaveanxietybadthingidcsay
1,RT@CapnWontSaveAHogotoactlikeBETUncutexist https://t.co/7kewb6ormg
1,weak😂
1,RT@ErikT93YeessssscallMs.Lehmaneyegetmarryhttps://t.co/wvwusghkrw
1,RT@SandraaHaros@daddyrodgehaaaate😂
1,Mrs.Englekind
1,knowgothrowpubertysee7thgradeenglishteachereatbananathinkingDamnmouf
1,phonediefastChrisBrownStompYard
1,RT@javon_kdlDamnactlikehosdfuckhttps://t.co/RZYdMjJ0WE
1,RT@BrisonAintShiithavegoodheartfuckgeneration
1,knowlooklikeCornelius
1,freeniggaCorneliusbeshithttps://t.co/vffufjgq3j
1,exhaustlately
1,cyberhoehttps://t.co/6oz1yky0vi
1,RT@WorkoutHumorwanthttps://t.co/ZJTHkga2Fm
1,RT@favian1xbelien👀https://t.co/nrxmiwtts0
1,https://t.co/m0YQRBYXYigetwellfreemovieonline
1,@ThaHarosdamnbrosorryhearshoe
1,@thaharohappennigga
1,@motherphonker@5thdimdreamzdope
1,@jacobalfaro14lmaooonigga😂😂😂
1,RT@jacobalfaro14thinkgotolegitsite😂hatebro https://t.co/qj96gj9crt
1,RT@druggievibetruthcat👽https://t.co/qbqfjkhbl9
1,@Erikc_U@IzayaTheGod@MrGo_HAM40yeaclipseefb
1,@IzayaTheGod@MrGo_HAM40@erikc_ucliptalk
1,thinkDJKhaled
1,watchCreedlike10xrow
1,RT@wolfofwillowstmdedicatelifesellmelontomatooutsideSanDiegocitylimit
1,@tmarie2319swim4mphlol
1,@tmarie2319https://t.co/izmdhcnxjf
1,"wantyearretro117210""😍https://t.co/IPRLGNltqN"
1,RT@wolfofwillowstmattergoodlookmoneybrainfunctionhighlevel
1,lmaoniggahttps://t.co/GgcGZXPJmu
1,RT@wolfofwillowsttryknowbewantthinkmold
1,@MayraWestAfZaylee
1,anywaysfuckBroncos
1,welllearnmistakefindunfortunatesituation
1,Tbhthinkboutatodaydodgebullet
1,RT@robbyrobttsuffersilence
1,nervousfuckya
1,fuckBroncos✌🏽
1,fuckBroncosgoodmorning
1,rnhttps://t.co/my6vtbqblb
1,timehypestarthitHotlineblingDrakehittennisball🎾
1,RT@TheDouch3Pplrlymakefunpatriotlosegameliketimelose2014
1,https://t.co/jlrxg6qit9
1,fuckyeaneedGronkhttps://t.co/jg9tpa2q3t
1,RT@dougkyedGronkstandlockerbentpickclothecrutchwalk
1,RT@Demar_24@eaglescentraleaglegofaceangryPatriotsteamworldweekpickPatriotswin
1,@Chas_06lolFUChasity😑😂
1,boutaschleeplosegetpisstired😐
1,mpisstillSundaysmashEagles😡🏈
1,stressedgamegocheckpotomorrowtellpossessioncharge
1,@itsceleste_maskcaretelloffense
1,everybodytalkshitPatriotssuckfatdickwatchwinSuperBowl
1,trueBroncofan😂https://t.co/a7pXfAcUAr
1,EdelmanAmendolaLewisGronkhelpOThttps://t.co/eplbqld1ga
1,PatrickBitchassChungholdlikedumbassgoOTfuckfuckfuck
1,offensesecondstringlolhttps://t.co/FVo38sep2p
1,niggaletfuckthebroncos
1,gameprayGodbelieve
1,@Olivas_3CpreferCarlsseniorlol
1,wearshitavicausegameday🏈🇺🇸
1,patboutatearponyasstonight
1,@thaharos@TabariGrubbseasyBenji
1,@Bodiddy49mandatoryday+interlockprobationbetcountnightdayserve
1,Trumphttps://t.co/tbntburpsg
1,@Bodiddy49probationshitcheckmonth
1,@bodiddy49bro8hourdaycommunityservicedumpsheriffdeptyearinterlockDWI
1,@lilieey007sinnerprobablygotosinLordforgivethingunderstand🎶
1,@bodiddy49GahdiddlyBodiddygetinterlockbullshitpainassmonthlycheckinSmh
1,RT@CoorsLight_Cano@daddyrodge😂😂lmfaolovedirtyburque😂
1,@coorslight_canolmaohttps://t.co/LxQihe0nJr
1,RT@jrayrichardsonthingguiltythinkaheadstressrelaxlive
1,definitionratchetusewordfinnainsteadsay
1,RT@LucyR@daddyrodgetimetimeyearNeeda😒
1,RT@LucyRohcoldsikeeeeesinusruinlife
1,https://t.co/EWWBDTO2Xu
1,RT@capnwontsaveahorealshit https://t.co/tnNwZWU3lM
1,enjoyhighschooldayfriendblendrestpopularitymeanshitpaybill
1,@mayrawestaffeelspecial
1,@mayrawestafremindperiodically
1,spendtimedwellshitchangetimefocus
1,sinuscongestionbadwinter
1,RT@Stud_Andregirlexpecttreatgirl😹https://t.co/flum4ag2mo
1,drunkprettyunpredictablesorryimpression😅
1,Peopleassumeassholebasetweetmeetrealizenicedudelol
1,knowlifemakeperfectsensegoodfriend
1,peepHobbs👀lolhttps://t.co/lgozRXcNI2
1,readyPatriotstearBroncostomorrow🏈
1,girlhttps://t.co/xkhftNxq56
1,lonesome
1,hottubBradPaisleytypenight🎶
1,@ayyylexisc@verocaldy@Aylin_itzelbeanerliquorAylin😂loljk🇲🇽
1,@verocaldy@ayyylexisc@aylin_itzel😂😂😂facetime
1,lolhellyeahttps://t.co/nR2tNh8zjm
1,RT@MrGo_HAM40knowpersonnewsw9pageHobbs😭😭 hobbsproblem
1,@kimberly_m06shoelol
1,RT@_brycefloresBruh😂😂https://t.co/SjslguVKB1
1,@MrGo_HAM40@AWill_the3rdgo3leggedracelegface
1,deepfamhttps://t.co/w7it1pnrxy
1,losevirginitytillJr.Highyounghoethrowassplayday
1,niggasfindgirlkeeppublic100comfortablewinlife
1,missboystayclownin😂
1,RT@AWill_the3rd@daddyrodgebelikeem
1,hobbbreedspecialtyperatchet
1,@AWill_the3rdrightbroHobbsbreedspecialtyperatchet
1,RT@AWill_the3rd@DaddyRodgeampknowpregnantstopem
1,RT@AWill_the3rd@daddyrodge😂pregnanthighschool
1,TwittermakewantfastforwardcoupleyearHSgirlpregnantsettlebslol
1,peoplechillbullshitdeal
1,RT@calvillo_420drop🌚https://t.co/8mxliwhidv
1,Yallsteadyroastgirlforgetwhitefolkshootschool😂
1,peopletimehackcomputerpatiencesolveRubikcube
1,anyways
1,youletirrelevantpeoplespotlightlol
1,"RT@mjamal773wouldaloseroom
https://t.co/5TE9wnIcwf"
1,@SelesteOlivas@_thatonegirlSyd lie
1,RT@OMG_IT_AMGmanthinkhighschoolshitgetroast@Javon_KDL@DaddyRodge@spencerei
1,@OMG_IT_AMG@Javon_KDLstartmeme😂
1,RT@OMG_IT_AMG@javon_kdl@daddyrodgespitdamnteanoselaughinhard😂😂
1,@javon_kdlpersonthinkbro😂😂
1,@javon_kdlpersonthinkbro😂😂
1,youprefer
1,smhTrippinlolhttps://t.co/hirfguawfl
1,RT@AsapMikeyyyYoooFuturelyriccryhelpcare😭😭https://t.co/n2yldibmru
1,watchdudesmokesayNahstraighttrypasshugesteplife😅
1,stuffingnastyIdkpeopleeatslop
1,RT@jakebelangerhonestlyDonaldTrumpgetelectAmericagotolooklikePlanktontakeBikinilmaohttps://t.co/zv
1,eatthingdayrowneedmexicanfood
1,Krampusgettodumblookingmovieyear
1,$150niggas
1,hellyeawin$150footballsquare
1,romogettinghurtlol
1,RT@ErikT93@daddyrodgelookRickGrimesseason5typeshitlmao
1,lookISISfuckhttps://t.co/xoo8ghb4lg
1,"RT@BILLYNUMINOUSmonotheismGodpersonalskydaddy

deismGodleave
absence

pantheismGod

Atheism"
1,RT@dopedpampFfastfoodhttp://t.co/4XHYI6iXwB
1,RT@DrugsWisdomhomiekeepplayfuckhttps://t.co/DIFb3bU9X5
1,@jacobalfaro14@ohh_karlsnigga😂😂
1,@jacobalfaro14@ohh_karlstrygrub😂
1,iPhonestaybatterypercentagelongtimeknowboutadie
1,@mayrawestafplayMayraSmile😅
1,@MayraWestAfnewlifebreatheRodgenigga
1,@mayrawestafacceptTridentlayeryohotassbreath
1,reasonElCabelleroclosedtodaySmhhttps://t.co/6aNN3Abow3
1,@lilieey007piethanksgivingspirit
1,mcdonaldbadweed
1,gettroublepossessplantniggaAbeLincolnchiefdaily
1,believeweedillegal
1,meancommalol
1,invitepeoplehousethanksgiving
1,needwatchCreed
1,play🐩https://t.co/muysnll2h2
1,RT@Jets_OE@daddyrodgegooduse😭😭😭
1,ManHighCastlebadassseries
1,introduceCocoabutterhttps://t.co/9dskymqbk8
1,missgirlgotohousesleepbedpoodle
1,RT@uberfactnewresearchfindlonelypeoplesuperiorsocialskillcomparepeoplelonely
1,@Javon_KDLlmaohellyea😂😅
1,@javon_kdlbeseeasslikeyearseesocialnetworklol
1,happendudeTyeLucaslolMIA
1,whitepeoplehttps://t.co/hzpcjhh6x5
1,RT@doryurfamilyroastthanksgivedinnerurgrandmastepsayleaveuhttps://t.co/q3j0
1,RT@xxlPrayfaBoosierapperrevealInstagramtodaydiagnosecancerhttps://t.co/4m4vI82EuA
1,RT@WorldStarFunnySAVAGEAFhttps://t.co/9zHcvjsWKA
1,anxietybitch
1,@BrisonAintShiitlolfeltliveHoustonEastTexansknowrealmexicanfood
1,pisshttps://t.co/ue3bdugrcm
1,GronkneedtakespaceSmh
1,RT@gronkordiefuckgamerefkillmomentumpatriot
1,"RT@IntricateEnigmafuckref
fuckcommissioner
fuckBuffaloBills"
1,guessCowboyfanfeelDezcatch
1,shitheat
1,pissedgetrobTouchdownfuckBillsref
1,RT@Jase_Face@daddyrodgewillnotgrandchirrenwitgooteyebrowherroprease
1,LingLingwellcalculatecircumferencethrowasscircle
1,chineseladywaxeseyebrowtellmarrydaughtercausewantgrandkidgoodeyebrow😂
1,@MrGo_HAM40scrollfeedfindlookElSalvadorianmurderstreetshitlike
1,@Erikc_Ulolhellyeaseeshitflinchanymorecausepeopleposttypashit
1,knowhalfknowtell
1,Peoplebandwagonreppinpatsevenpic13yearago🇺🇸https://t.co/xziopy7ysl
1,truePatriotsfanhateonehopbandwagon5yearyallbefansmh
1,RT@uberfactrecentstudyfindpoorkidlikelygenerousrichkid
1,snooplooklikecrackheadhttps://t.co/zbmvp1jsqq
1,cowboyteam
1,dadMiamiCowboysgamenice
1,playFlappyBirdoldiPhonelol
1,feeldamnlate
1,RT@5thdimdreamzfeedrightwolfhttps://t.co/dWPNZGubTS
1,RT@WSHHFANSMichellestartwearampgohttps://t.co/lonrnzjt6b
1,aigetshitEscobarRIPhttps://t.co/r7mk3j7jgc
1,RT@VH1PNUTSAFENIGGAShttps://t.co/AkVku2dEOk
1,RT@SpaceNiggaJesuswelphttps://t.co/pwk5rcl11n
1,RT@uberfactstudyfindhoursilencedaypromptcelldevelopmenthippocampusregionbrainmemor
1,randomMexicanaskpickpecanyardknockJuanknock
1,@SelesteOlivasquarterbad
1,@ayyylexisc@gracielaa_lopezlike
1,@verocaldylolshitsellYamahawantelectrictimesoon
1,niggahighafhttps://t.co/n2mabh2qww
1,love♠♣https://t.co/yqdDoa8Rko
1,@MrGo_HAM40broroll
1,RT@MrGo_HAM40feellikenotsee@DaddyRodgeyear😂😂
1,RT@nogoodbrisonhateknowattractiveuglycomplimentalightmonkeylook
1,RT@FreddyAmazindisabledchihuahuagoodfriendchickenhttps://t.co/rXR8fq2S9Y
1,gamesweatin90patriot
1,@brendah_xsaddaycheesehead
1,lolwtf😂https://t.co/9vWfiGvqQH
1,thinklikerain
1,bitchlosemindhttps://t.co/u3fplxtggt
1,realniggabepleeeaaase
1,happentownwordAdele
1,fightstart
1,@ayyylexisc😐looktoxic
1,@ayyylexisckindlol
1,yessirhttps://t.co/AMsiFgaDuK
1,givehoperememberWendy4$4
1,letElCabelleroshitneedmexicanfoodlife
1,hateFacebook😂https://t.co/8wpkZeqNQO
1,Trumpsupporterhttps://t.co/eNWN9tplvU
1,@mayrawestafbenotshitchangeuterus
1,@mayrawestaflikesitexplaintwittergetfuck
1,RT@kingmillerneedsmokinhttps://t.co/2VLycOMoEL
1,@mayrawestafhurtgood
1,wakestarve
1,@Olivas_3Clmaombullshittinbro😂
1,"RT@nmprepsgottodayVolcanoVistaHobbs

Previewhttps://t.co/K7FMv2f7BA"
1,RT@itsgsusbitchLOUDERPEOPLEhttps://t.co/yiqoib5jdg
1,shateformblindlyassumeproblem
1,getloveyounotcarepraisezuenotactlikebadpersonnotbelievething
1,@Spencereidson@A1SinceDayNoneYealikesayreligionpeoplemuslimislametcassumdterrorist
1,divideracebelievefinancialstatus
1,tirednegativeeventworldhumanhumanity
1,@abbykillzz35deaddancedinehallisisbelieve
1,hatetypo
1,@Spencereidson@A1SinceDayNonenotproblemreliggionbroadgeneralization
1,@Spencereidson@A1SinceDayNonelolclaimchristianlikeextremistclaimislam
1,RT@a1sincedaynonechristianityneedKKKcontrol https://t.co/6DPqr1n50E
1,20second
1,Rouseyfightgotolive
1,"RT@emedina_preligionrequireguidance
spiritualitylendearinnervoice"
1,@erikc_uknowshitmakecoughtillsweat
1,letsleeptill21
1,hotlineblelowbatterynotification
1,yallpistachiocommercialWelvinlol
1,coldhotfast
1,preachcausefeellikewannalookpointlessvinelol
1,loveonelovecausehurtwaketellanymore
1,crazythinkdayliveparenthusbandwifebrothersistergoodfriend
1,pissmomsurgerydaypoidksgoto
